County-equivalent,State,Per capita income 2008,2012,2016
Randolph,Illinois,21976,"30,056","30,007"
Randolph,Indiana,21592,"28,054","34,144"
Randolph,North Carolina,20523,"32,209","38,378"
Randolph,Alabama,19830,"35,423","36,703"
Randolph,West Virginia,19595,"35,016","34,110"
Randolph,Arkansas,18871,"32,877","33,217"
Randolph,Georgia,18094,"31,800","42,934"
Randolph,Missouri,17587,"41,518","53,413"
Rankin,Mississippi,26897,"45,231","43,089"
Ransom,North Dakota,26137,"40,912","56,573"
Rapides,Louisiana,22126,"55,263","38,919"
Rappahannock,Virginia,36505,"36,293","45,614"
Ravalli,Montana,22872,"43,113","38,829"
Rawlins,Kansas,26897,"35,802","47,649"
Ray,Missouri,24549,"54,035","30,105"
Reagan,Texas,26633,"30,168","44,633"
Real,Texas,17931,"45,313","34,700"
Red Lake,Minnesota,23257,"32,837","37,454"
Red River,Louisiana,21443,"35,377","43,936"
Red River,Texas,19014,"44,831","51,227"
Red Willow,Nebraska,23320,"30,056","40,632"
Redwood,Minnesota,25649,"32,566","39,876"
Reeves,Texas,15467,"52,058","30,106"
Refugio,Texas,23174,"30,311","42,014"
Reno,Kansas,23382,"46,555","38,345"
Rensselaer,New York,29987,"36,898","45,212"
Renville,North Dakota,31178,"42,727","50,529"
Renville,Minnesota,26062,"49,912","52,005"
Republic,Kansas,25531,"56,324","49,012"
Reynolds,Missouri,18449,"44,672","28,371"
Rhea,Tennessee,18952,"27,678","33,551"
Rice,Minnesota,25370,"31,258","40,675"
Rice,Kansas,23068,"43,086","40,167"
Rich,Utah,24258,"37,941","34,549"
Richardson,Nebraska,23566,"39,689","45,841"
Richland,Montana,32036,"44,135","37,526"
Richland,North Dakota,27713,"37,679","36,082"
Richland,South Carolina,25763,"32,877","52,929"
Richland,Illinois,23621,"66,370","47,800"
Richland,Wisconsin,22778,"44,618","36,434"
Richland,Ohio,21932,"34,635","42,245"
Richland,Louisiana,18669,"39,554","38,905"
Richmond,New York,31823,"37,073","35,526"
Richmond,Georgia,20526,"33,052","51,427"
Richmond,North Carolina,17236,"47,622","32,848"
Richmond City,Virginia,27184,"30,209","33,810"
Richmond County,Virginia,20875,"31,080","51,160"
Riley,Kansas,22948,"47,991","39,592"
Ringgold,Iowa,23324,"37,641","42,217"
Rio Arriba,New Mexico,20014,"44,107","32,639"
Rio Blanco,Colorado,27586,"30,293","39,483"
Rio Grande,Colorado,20557,"41,112","41,807"
Ripley,Indiana,22059,"36,995","40,863"
Ripley,Missouri,16408,"39,616","29,089"
Ritchie,West Virginia,17843,"28,105","31,893"
Riverside,California,23591,"31,826","36,782"
Roane,Tennessee,23936,"34,044","38,234"
Roane,West Virginia,17341,"35,852","30,881"
Roanoke City,Virginia,23295,"30,158","48,384"
Roanoke County,Virginia,31728,"46,092","42,263"
Roberts,Texas,36172,"39,187","32,605"
Roberts,South Dakota,22670,"31,756","40,354"
Robertson,Tennessee,23809,"48,645","29,580"
Robertson,Texas,21709,"28,926","38,033"
Robertson,Kentucky,17641,"35,910","38,305"
Robeson,North Carolina,15343,"39,148","27,717"
Rock,Nebraska,24501,"26,668","46,901"
Rock,Minnesota,24101,"49,479","64,463"
Rock,Wisconsin,24094,"71,290","40,477"
Rock Island,Illinois,26455,"38,361","41,677"
Rockbridge,Virginia,25638,"39,747","37,989"
Rockcastle,Kentucky,16513,"36,105","28,868"
Rockdale,Georgia,23461,"27,448","33,329"
Rockingham,New Hampshire,38399,"31,005","65,396"
Rockingham,Virginia,27298,"60,625","34,445"
Rockingham,North Carolina,21102,"32,978","36,021"
Rockland,New York,34591,"34,629","55,407"
Rockwall,Texas,34617,"27,508","34,211"
Roger Mills,Oklahoma,27326,"43,701","53,432"
Rogers,Oklahoma,27365,"52,702","54,406"
Rolette,North Dakota,15502,"51,496","47,956"
Rooks,Kansas,23768,"57,109","41,134"
Roosevelt,New Mexico,17477,"40,704","33,399"
Roosevelt,Montana,16888,"31,127","39,524"
Roscommon,Michigan,23023,"43,240","33,914"
Roseau,Minnesota,25650,"36,978","36,156"
Rosebud,Montana,22229,"37,762","34,542"
Ross,Ohio,21310,"31,637","44,447"
Routt,Colorado,34873,"42,220","36,626"
Rowan,North Carolina,20912,"35,470","34,435"
Rowan,Kentucky,17094,"32,595","71,167"
Runnels,Texas,20235,"65,057","28,775"
Rush,Kansas,24175,"27,128","35,307"
Rush,Indiana,23396,"32,931","36,908"
Rusk,Texas,21640,"35,673","36,696"
Rusk,Wisconsin,21004,"37,582","41,879"
Russell,Kansas,24683,"39,292","42,088"
Russell,Virginia,19735,"44,874","35,532"
Russell,Alabama,19678,"36,583","35,944"
Russell,Kentucky,17107,"34,284","30,214"
Rutherford,Tennessee,25077,"28,173","41,142"
Rutherford,North Carolina,19551,"49,279","30,672"
Rutland,Vermont,26205,"30,552","32,163"
Sabine,Louisiana,22229,"30,842","30,036"
Sabine,Texas,18762,"28,297","38,098"
Sac,Iowa,26350,"35,909","49,375"
Sacramento,California,26739,"46,002","32,313"
Sagadahoc,Maine,28829,"32,949","36,277"
Saginaw,Michigan,22349,"34,349","47,368"
Saguache,Colorado,20726,"50,272","48,122"
Salem,New Jersey,28772,"44,303","46,406"
Salem City,Virginia,26661,"43,822","36,630"
Saline,Arkansas,25962,"33,992","34,942"
Saline,Kansas,24935,"31,242","43,789"
Saline,Illinois,21596,"40,800","45,187"
Saline,Nebraska,20407,"42,426","38,282"
Saline,Missouri,19006,"36,646","37,279"
Salt Lake,Utah,26103,"37,387","44,732"
Saluda,South Carolina,19725,"41,987","37,880"
Sampson,North Carolina,19479,"38,856","41,485"
San Augustine,Texas,18695,"38,363","46,762"
San Benito,California,25914,"42,746","32,793"
San Bernardino,California,21332,"30,523","36,632"
San Diego,California,30668,"35,742","34,908"
San Francisco,California,48486,"32,338","46,392"
San Jacinto,Texas,24733,"40,868","36,835"
San Joaquin,California,22589,"33,652","55,168"
San Juan,Washington,37719,"51,439","110,418"
San Juan,Colorado,24711,"97,978","31,569"
San Juan,New Mexico,21260,"31,848","40,458"
San Juan,Utah,15476,"36,836","49,144"
San Luis Obispo,California,29954,"43,414","38,007"
San Mateo,California,45732,"35,483","22,260"
San Miguel,Colorado,40827,"23,329","69,155"
San Miguel,New Mexico,17926,"68,248","51,442"
San Patricio,Texas,23373,"47,756","105,721"
San Saba,Texas,18009,"92,759","75,876"
Sanborn,South Dakota,25823,"68,737","33,062"
Sanders,Montana,19188,"30,508","40,868"
Sandoval,New Mexico,26924,"40,125","36,772"
Sandusky,Ohio,22799,"31,115","40,719"
Sangamon,Illinois,29974,"42,586","33,125"
Sanilac,Michigan,20713,"29,998","38,677"
Sanpete,Utah,17811,"36,545","38,843"
Santa Barbara,California,30352,"36,442","44,523"
Santa Clara,California,41513,"42,893","35,711"
Santa Cruz,California,32295,"33,632","25,798"
Santa Cruz,Arizona,17664,"24,639","56,048"
Santa Fe,New Mexico,32298,"52,483","88,920"
Santa Rosa,Florida,26861,"78,345","35,052"
Sarasota,Florida,32313,"33,398","59,455"
Saratoga,New York,35176,"55,043","51,461"
Sargent,North Dakota,29950,"49,650","40,727"
Sarpy,Nebraska,30189,"38,873","59,013"
Sauk,Wisconsin,25988,"55,501","62,295"
Saunders,Nebraska,30039,"56,412","65,443"
Sawyer,Wisconsin,23809,"58,453","45,934"
Schenectady,New York,28319,"43,491","44,037"
Schleicher,Texas,24787,"41,883","47,125"
Schley,Georgia,19037,"44,068","41,614"
Schoharie,New York,26584,"39,498","46,967"
Schoolcraft,Michigan,20892,"46,340","34,963"
Schuyler,New York,24173,"46,856","27,381"
Schuyler,Illinois,23656,"26,054","36,723"
Schuyler,Missouri,18160,"34,849","36,652"
Schuylkill,Pennsylvania,23021,"34,420","41,062"
Scioto,Ohio,19437,"41,682","26,449"
Scotland,Missouri,20363,"28,086","39,821"
Scotland,North Carolina,15679,"37,692","40,325"
Scott,Minnesota,35467,"37,829","33,339"
Scott,Iowa,28948,"31,902","32,942"
Scott,Kentucky,27802,"38,070","31,041"
Scott,Kansas,26274,"29,322","29,343"
Scott,Illinois,24471,"28,821","36,529"
Scott,Virginia,21485,"36,503","34,889"
Scott,Missouri,20825,"32,972","49,023"
Scott,Indiana,20481,"47,676","62,849"
Scott,Arkansas,18934,"66,360","38,845"
Scott,Tennessee,17121,"37,709","53,325"
Scott,Mississippi,16789,"50,629","29,439"
Scotts Bluff,Nebraska,23220,"29,901","37,517"
Screven,Georgia,18640,"36,586","27,435"
Scurry,Texas,22860,"26,420","31,208"
Searcy,Arkansas,16731,"29,543","42,706"
Sebastian,Arkansas,23222,"40,457","28,408"
Sedgwick,Kansas,25603,"27,143","45,218"
Sedgwick,Colorado,21536,"52,293","27,937"
Seminole,Florida,28675,"27,301","39,346"
Seminole,Oklahoma,18321,"37,741","47,266"
Seminole,Georgia,17641,"47,512","49,213"
Seneca,New York,23115,"50,078","44,703"
Seneca,Ohio,22075,"41,148","37,878"
Sequatchie,Tennessee,20899,"35,750","31,272"
Sequoyah,Oklahoma,18131,"33,301","34,967"
Sevier,Tennessee,22242,"34,158","38,203"
Sevier,Utah,19115,"35,215","34,671"
Sevier,Arkansas,16021,"32,441","31,490"
Seward,Nebraska,28359,"30,171","26,792"
Seward,Kansas,19015,"26,538","36,285"
Shackelford,Texas,25436,"33,411","30,644"
Shannon,Missouri,16862,"28,804","33,310"
Sharkey,Mississippi,15744,"35,392","45,989"
Sharp,Arkansas,16714,"44,926","162,378"
Shasta,California,23670,"152,890","24,424"
Shawano,Wisconsin,23500,"23,315","31,404"
Shawnee,Kansas,26057,"30,491","31,357"
Sheboygan,Wisconsin,26126,"30,581","42,411"
Shelby,Alabama,33313,"38,511","38,050"
Shelby,Kentucky,27039,"36,655","44,504"
Shelby,Iowa,26387,"42,060","47,930"
Shelby,Tennessee,25549,"45,091","50,421"
Shelby,Indiana,24459,"47,697","36,781"
Shelby,Ohio,24028,"36,100","40,348"
Shelby,Illinois,23069,"38,935","50,667"
Shelby,Texas,21126,"50,061","41,091"
Shelby,Missouri,19331,"38,232","38,438"
Shenandoah,Virginia,25134,"41,628","41,829"
Sherburne,Minnesota,28071,"40,734","46,234"
Sheridan,Montana,31378,"43,639","37,254"
Sheridan,North Dakota,29219,"39,248","39,940"
Sheridan,Wyoming,27948,"38,116","43,067"
Sheridan,Kansas,26841,"39,961","52,887"
Sheridan,Nebraska,22551,"54,377","48,864"
Sherman,Nebraska,24837,"55,306","48,745"
Sherman,Oregon,24314,"51,345","36,573"
Sherman,Texas,21936,"32,253","52,286"
Sherman,Kansas,21476,"53,973","36,876"
Shiawassee,Michigan,22713,"35,655","39,350"
Shoshone,Idaho,20487,"42,714","55,846"
Sibley,Minnesota,25789,"54,763","55,319"
Sierra,California,24996,"60,780","36,663"
Sierra,New Mexico,17752,"33,592","35,065"
Silver Bow,Montana,23562,"33,133","43,192"
Simpson,Kentucky,19441,"43,250","40,537"
Simpson,Mississippi,18314,"37,220","37,162"
Sioux,Nebraska,31517,"34,654","46,395"
Sioux,Iowa,24324,"45,565","34,342"
Sioux,North Dakota,15478,"33,003","34,108"
Siskiyou,California,22293,"34,472","46,732"
Sitka,Alaska,32521,"47,511","62,909"
Skagit,Washington,27065,"68,931","26,052"
Skagway,Alaska,37139,"25,073","41,514"
Skamania,Washington,28449,"37,117","62,537"
Slope,North Dakota,30586,"64,146","46,565"
Smith,Kansas,26811,"43,481","77,977"
Smith,Texas,25626,"82,049","40,338"
Smith,Tennessee,21153,"37,622","59,048"
Smith,Mississippi,20334,"76,282","44,166"
Smyth,Virginia,20837,"40,924","31,667"
Snohomish,Washington,31349,"34,042","34,653"
Snyder,Pennsylvania,23088,"33,731","49,857"
Socorro,New Mexico,18104,"50,515","34,516"
Solano,California,28929,"32,609","49,511"
Somerset,New Jersey,47803,"46,248","38,247"
Somerset,Pennsylvania,22192,"36,833","32,608"
Somerset,Maine,21513,"31,773","46,151"
Somerset,Maryland,16748,"41,812","36,830"
Somervell,Texas,28134,"34,713","29,551"
Sonoma,California,32835,"29,202","90,268"
Southampton,Virginia,22433,"82,666","37,250"
Southeast Fairbanks Census Area,Alaska,29437,"35,625","41,000"
Spalding,Georgia,19783,"41,629","56,567"
Spartanburg,South Carolina,21889,"50,533","35,898"
Spencer,Kentucky,26666,"33,533","43,473"
Spencer,Indiana,23641,"40,922","32,512"
Spink,South Dakota,27757,"30,263","39,386"
Spokane,Washington,25661,"37,346","42,013"
Spotsylvania,Virginia,31360,"40,675","40,991"
St. Bernard,Louisiana,20316,"38,219","48,318"
St. Charles,Missouri,31586,"47,706","42,028"
St. Charles,Louisiana,26756,"39,457","47,230"
St. Clair,Illinois,26234,"44,585","30,179"
St. Clair,Michigan,24357,"28,241","45,883"
St. Clair,Alabama,23872,"44,113","47,822"
St. Clair,Missouri,17337,"45,485","34,676"
St. Croix,Wisconsin,32220,"33,386","41,521"
St. Francis,Arkansas,15511,"39,329","40,437"
St. Francois,Missouri,18544,"37,270","31,720"
St. Helena,Louisiana,19457,"31,371","49,494"
St. James,Louisiana,24930,"46,403","26,627"
St. John the Baptist,Louisiana,21335,"25,733","30,703"
St. Johns,Florida,36836,"29,478","38,564"
St. Joseph,Indiana,23509,"37,110","43,494"
St. Joseph,Michigan,20570,"41,618","38,115"
St. Landry,Louisiana,19387,"38,094","61,423"
St. Lawrence,New York,22198,"59,225","44,568"
St. Louis City,Missouri,23048,"40,969","35,452"
St. Louis County,Missouri,34795,"32,506","36,781"
St. Louis County,Minnesota,25946,"37,750","34,364"
St. Lucie,Florida,23285,"32,882","43,126"
St. Martin,Louisiana,22164,"41,772","62,777"
St. Mary,Louisiana,21313,"60,317","41,061"
St. Mary's,Maryland,36017,"39,814","36,196"
St. Tammany,Louisiana,30363,"34,394","35,335"
Stafford,Virginia,36574,"38,557","36,748"
Stafford,Kansas,23240,"38,287","53,166"
Stanislaus,California,21663,"50,058","52,109"
Stanley,South Dakota,30933,"54,157","49,489"
Stanly,North Carolina,20504,"55,802","51,177"
Stanton,Nebraska,23131,"48,337","41,299"
Stanton,Kansas,21712,"37,881","62,522"
Stark,North Dakota,31412,"61,905","36,060"
Stark,Illinois,26843,"32,852","55,331"
Stark,Ohio,24453,"60,560","47,375"
Starke,Indiana,19773,"42,665","37,038"
Starr,Texas,11584,"37,583","72,605"
Staunton City,Virginia,24753,"99,639","41,741"
Ste. Genevieve,Missouri,22921,"39,811","31,967"
Stearns,Minnesota,26065,"30,113","24,140"
Steele,North Dakota,31455,"23,409","36,586"
Steele,Minnesota,27259,"36,011","42,572"
Stephens,Oklahoma,23038,"41,206","43,470"
Stephens,Texas,20535,"41,352","65,780"
Stephens,Georgia,18557,"62,674","34,356"
Stephenson,Illinois,23350,"32,890","40,212"
Sterling,Texas,20157,"47,958","36,446"
Steuben,New York,25371,"50,772","39,443"
Steuben,Indiana,23975,"38,412","52,067"
Stevens,Minnesota,28746,"62,803","38,033"
Stevens,Kansas,24950,"36,140","40,467"
Stevens,Washington,21986,"38,958","38,816"
Stewart,Tennessee,21701,"44,755","48,530"
Stewart,Georgia,13238,"53,791","35,855"
Stillwater,Montana,28868,"34,094","23,277"
Stoddard,Missouri,22967,"21,911","38,469"
Stokes,North Carolina,21311,"36,629","44,314"
Stone,Missouri,21733,"42,803","36,411"
Stone,Mississippi,18576,"35,288","33,354"
Stone,Arkansas,17403,"31,847","28,013"
Stonewall,Texas,24063,"27,630","30,195"
Storey,Nevada,33472,"29,625","34,619"
Story,Iowa,25986,"32,850","45,778"
Strafford,New Hampshire,29369,"53,809","43,069"
Stutsman,North Dakota,27351,"38,599","38,469"
Sublette,Wyoming,35944,"37,184","46,727"
Suffolk,New York,36945,"43,002","50,790"
Suffolk,Massachusetts,32835,"48,124","45,863"
Suffolk City,Virginia,29135,"51,118","68,598"
Sullivan,New Hampshire,28582,"61,752","60,856"
Sullivan,New York,24963,"56,976","48,467"
Sullivan,Tennessee,23850,"45,854","32,892"
Sullivan,Pennsylvania,22923,"31,202","34,752"
Sullivan,Indiana,19821,"41,617","47,845"
Sullivan,Missouri,19279,"45,536","42,528"
Sully,South Dakota,30218,"39,290","40,211"
Summers,West Virginia,17416,"38,721","39,345"
Summit,Utah,42462,"37,474","56,833"
Summit,Colorado,34025,"78,287","28,278"
Summit,Ohio,27818,"27,072","58,386"
Sumner,Tennessee,27795,"53,351","46,382"
Sumner,Kansas,22972,"44,510","108,675"
Sumter,Florida,27504,"94,363","37,084"
Sumter,South Carolina,20340,"36,252","43,951"
Sumter,Georgia,17879,"41,052","30,845"
Sumter,Alabama,14156,"30,191","39,534"
Sunflower,Mississippi,12588,"38,116","30,905"
Surry,Virginia,22600,"29,381","37,536"
Surry,North Carolina,20219,"35,781","29,181"
Susquehanna,Pennsylvania,24477,"27,284","35,563"
Sussex,New Jersey,37949,"33,872","41,337"
Sussex,Delaware,26908,"38,374","40,747"
Sussex,Virginia,16546,"39,086","47,303"
Sutter,California,23602,"43,629","56,183"
Sutton,Texas,27721,"53,138","29,439"
Suwannee,Florida,18431,"27,957","41,520"
Swain,North Carolina,19626,"38,655","45,911"
Sweet Grass,Montana,22743,"60,010","29,944"
Sweetwater,Wyoming,30517,"28,699","33,065"
Swift,Minnesota,25750,"30,603","44,264"
Swisher,Texas,17880,"43,063","48,075"
Switzerland,Indiana,20019,"48,217","48,008"
Talbot,Maryland,38022,"45,329","41,073"
Talbot,Georgia,16993,"40,164","29,081"
Taliaferro,Georgia,14381,"27,889","32,962"
Talladega,Alabama,19410,"30,226","66,971"
Tallahatchie,Mississippi,12747,"63,232","26,161"
Tallapoosa,Alabama,21434,"25,578","32,172"
Tama,Iowa,25311,"30,793","28,869"
Taney,Missouri,20231,"28,617","37,320"
Tangipahoa,Louisiana,21273,"34,793","44,097"
Taos,New Mexico,21333,"41,679","33,009"
Tarrant,Texas,28266,"31,766","35,833"
Tate,Mississippi,20431,"34,637","35,270"
Tattnall,Georgia,15280,"32,994","48,050"
Taylor,Iowa,23793,"47,445","33,296"
Taylor,Texas,23141,"31,031","29,215"
Taylor,Wisconsin,23032,"28,342","29,775"
Taylor,West Virginia,20848,"28,758","31,068"
Taylor,Kentucky,18790,"24,737","40,341"
Taylor,Georgia,17078,"42,780","33,504"
Taylor,Florida,17045,"31,373","42,783"
Tazewell,Illinois,28037,"43,680","35,136"
Tazewell,Virginia,21358,"33,619","36,503"
Tehama,California,20439,"34,772","43,991"
Telfair,Georgia,12489,"42,092","33,908"
Teller,Colorado,31075,"33,420","37,592"
Tensas,Louisiana,17175,"34,963","20,541"
Terrebonne,Louisiana,24114,"18,616","45,849"
Terrell,Texas,31578,"43,043","34,933"
Terrell,Georgia,16836,"36,153","40,834"
Terry,Texas,21201,"45,793","37,020"
Teton,Wyoming,43444,"37,503","45,983"
Teton,Montana,22799,"49,529","35,617"
Teton,Idaho,22436,"34,296","32,088"
Texas County,Oklahoma,22064,"29,840","43,548"
Texas County,Missouri,17868,"43,521","199,635"
Thayer,Nebraska,26965,"199,813","25,450"
Thomas,Nebraska,30116,"25,751","41,455"
Thomas,Kansas,26903,"44,956","53,386"
Thomas,Georgia,19983,"51,843","40,486"
Throckmorton,Texas,24086,"37,367","40,139"
Thurston,Washington,29744,"38,749","55,825"
Thurston,Nebraska,17106,"69,555","45,369"
Tift,Georgia,18933,"54,305","49,448"
Tillamook,Oregon,22452,"49,306","45,932"
Tillman,Oklahoma,18035,"43,131","35,309"
Tioga,New York,27230,"33,514","39,117"
Tioga,Pennsylvania,22621,"37,140","44,552"
Tippah,Mississippi,18493,"38,575","40,714"
Tippecanoe,Indiana,23691,"38,584","36,499"
Tipton,Indiana,25093,"35,162","30,914"
Tipton,Tennessee,23054,"29,593","35,804"
Tishomingo,Mississippi,18338,"33,887","41,777"
Titus,Texas,19356,"39,478","36,192"
Todd,Minnesota,22383,"33,663","29,635"
Todd,Kentucky,17846,"27,675","32,571"
Todd,South Dakota,10575,"31,548","35,454"
Tolland,Connecticut,34392,"36,368","36,270"
Tom Green,Texas,23712,"36,324","23,582"
Tompkins,New York,27418,"24,250","52,466"
Tooele,Utah,22252,"50,605","42,729"
Toole,Montana,23162,"44,242","40,763"
Toombs,Georgia,18716,"38,964","33,240"
Torrance,New Mexico,18675,"31,142","37,476"
Towner,North Dakota,33357,"40,455","33,343"
Towns,Georgia,20419,"31,983","29,158"
Traill,North Dakota,27098,"28,110","48,774"
Transylvania,North Carolina,23757,"46,553","32,214"
Traverse,Minnesota,28030,"29,698","51,811"
Travis,Texas,33206,"49,812","37,182"
Treasure,Montana,23948,"34,665","53,319"
Trego,Kansas,23095,"53,955","58,700"
Trempealeau,Wisconsin,25017,"56,090","52,325"
Treutlen,Georgia,19410,"58,582","41,476"
Trigg,Kentucky,25527,"44,507","42,332"
Trimble,Kentucky,22070,"40,875","27,416"
Trinity,California,22905,"24,952","34,632"
Trinity,Texas,18730,"34,577","33,667"
Tripp,South Dakota,23270,"31,960","38,152"
Troup,Georgia,21443,"33,656","32,889"
Trousdale,Tennessee,20491,"32,767","41,322"
Trumbull,Ohio,22568,"47,394","34,734"
Tucker,West Virginia,21126,"32,963","35,177"
Tulare,California,17894,"32,821","37,781"
Tulsa,Oklahoma,27676,"35,633","33,847"
Tunica,Mississippi,15549,"31,610","37,717"
Tuolumne,California,25943,"36,560","57,286"
Turner,South Dakota,25406,"70,815","33,387"
Turner,Georgia,17609,"31,472","43,428"
Tuscaloosa,Alabama,22637,"39,159","32,869"
Tuscarawas,Ohio,21966,"31,594","76,806"
Tuscola,Michigan,20767,"52,760","35,909"
Twiggs,Georgia,17952,"34,909","40,268"
Twin Falls,Idaho,20588,"38,486","35,075"
Tyler,West Virginia,20704,"32,379","35,665"
Tyler,Texas,19612,"34,621","35,934"
Tyrrell,North Carolina,16658,"34,784","31,439"
Uinta,Wyoming,25513,"30,312","32,798"
Uintah,Utah,23805,"32,175","29,449"
Ulster,New York,30442,"29,276","39,613"
Umatilla,Oregon,20836,"41,116","29,251"
Unicoi,Tennessee,20152,"34,620","45,030"
Union,South Dakota,36167,"42,485","37,715"
Union,New Jersey,35089,"34,426","35,499"
Union,North Carolina,28894,"33,462","44,731"
Union,Ohio,28852,"45,389","19,374"
Union,Iowa,23007,"17,568","35,642"
Union,Oregon,22684,"33,069","36,339"
Union,Pennsylvania,22259,"34,859","35,175"
Union,Georgia,22156,"33,770","37,710"
Union,Illinois,21719,"37,469","34,043"
Union,Indiana,20883,"34,763","35,802"
Union,Arkansas,20718,"33,546","31,953"
Union,Kentucky,19464,"30,004","61,808"
Union,Louisiana,19412,"57,985","34,429"
Union,Mississippi,19273,"35,086","46,246"
Union,South Carolina,19037,"42,200","46,547"
Union,New Mexico,18472,"44,439","36,785"
Union,Tennessee,17426,"34,888","36,251"
Union,Florida,13590,"35,103","30,812"
Upshur,Texas,22483,"28,825","98,329"
Upshur,West Virginia,19498,"84,092","29,283"
Upson,Georgia,17978,"27,390","34,509"
Upton,Texas,22953,"35,436","30,790"
Utah County,Utah,20774,"31,029","32,766"
Uvalde,Texas,17479,"30,611","48,477"
Val Verde,Texas,17867,"62,126","36,215"
Valdez-Cordova Census Area,Alaska,32579,"32,554","37,955"
Valencia,New Mexico,19623,"37,867","34,778"
Valley,Idaho,25785,"33,109","61,337"
Valley,Montana,25685,"60,265","31,349"
Valley,Nebraska,23227,"29,374","46,130"
Van Buren,Michigan,21732,"44,012","42,343"
Van Buren,Iowa,21368,"41,443","43,014"
Van Buren,Tennessee,19450,"43,322","29,876"
Van Buren,Arkansas,18782,"29,674","38,627"
Van Wert,Ohio,22790,"37,481","38,752"
Van Zandt,Texas,21920,"35,339","27,268"
Vance,North Carolina,17905,"25,205","38,494"
Vanderburgh,Indiana,24378,"36,886","34,859"
Venango,Pennsylvania,22060,"33,500","32,565"
Ventura,California,32930,"30,998","42,024"
Vermilion,Louisiana,22589,"39,846","38,174"
Vermilion,Illinois,21225,"37,183","55,779"
Vermillion,Indiana,22875,"51,984","36,760"
Vernon,Wisconsin,22680,"35,431","36,235"
Vernon,Louisiana,21396,"38,635","36,743"
Vernon,Missouri,19734,"35,144","38,929"
Victoria,Texas,24700,"37,144","32,067"
Vigo,Indiana,21192,"34,445","37,031"
Vilas,Wisconsin,26252,"36,173","44,438"
Vinton,Ohio,18101,"46,961","35,457"
Virginia Beach City,Virginia,31934,"34,046","50,437"
Volusia,Florida,23973,"47,222","31,177"
Wabash,Illinois,24096,"29,485","53,432"
Wabash,Indiana,21201,"50,302","38,807"
Wabasha,Minnesota,28282,"36,641","42,076"
Wabaunsee,Kansas,24199,"42,356","40,737"
Wadena,Minnesota,20329,"38,600","44,534"
Wagoner,Oklahoma,24874,"43,297","48,849"
Wahkiakum,Washington,22334,"46,706","36,429"
Wake,North Carolina,33166,"34,606","36,388"
Wakulla,Florida,21797,"35,693","36,990"
Waldo,Maine,22853,"36,319","54,063"
Walker,Georgia,20865,"50,656","32,414"
Walker,Alabama,20698,"30,081","37,334"
Walker,Texas,16330,"35,725","37,191"
Walla Walla,Washington,23809,"35,708","30,715"
Wallace,Kansas,25429,"28,926","25,719"
Waller,Texas,22412,"25,569","43,459"
Wallowa,Oregon,23131,"40,246","46,635"
Walsh,North Dakota,29072,"51,150","34,602"
Walthall,Mississippi,16850,"37,687","43,593"
Walton,Florida,25845,"40,544","51,407"
Walton,Georgia,22824,"47,223","27,510"
Walworth,Wisconsin,27130,"27,835","52,662"
Walworth,South Dakota,25915,"49,115","36,044"
Wapello,Iowa,22699,"33,315","42,522"
Ward,North Dakota,28557,"42,749","43,989"
Ward,Texas,22278,"40,674","37,281"
Ware,Georgia,18842,"35,283","53,545"
Warren,New Jersey,33555,"58,350","39,107"
Warren,Ohio,33172,"46,709","31,418"
Warren,New York,30351,"29,229","32,477"
Warren,Iowa,29088,"29,876","36,876"
Warren,Virginia,28889,"36,157","41,856"
Warren,Indiana,27390,"42,614","45,632"
Warren,Missouri,24692,"43,148","36,505"
Warren,Pennsylvania,24179,"34,722","37,738"
Warren,Kentucky,23853,"35,019","37,077"
Warren,Mississippi,22362,"34,783","51,454"
Warren,Illinois,21832,"48,598","48,339"
Warren,Tennessee,19531,"45,357","29,190"
Warren,North Carolina,19052,"27,777","52,957"
Warren,Georgia,17884,"50,005","39,645"
Warrick,Indiana,29927,"42,074","32,930"
Wasatch,Utah,25777,"31,182","42,374"
Wasco,Oregon,22844,"40,169","49,836"
Waseca,Minnesota,25723,"47,146","42,331"
Washakie,Wyoming,28308,"39,997","42,287"
Washburn,Wisconsin,24850,"39,166","43,306"
Washington City,District of Columbia,45290,"43,603","42,129"
Washington County,Rhode Island,37023,"42,894","43,323"
Washington County,Minnesota,36706,"42,194","33,889"
Washington County,Wisconsin,32020,"32,838","36,776"
Washington County,Oregon,31078,"34,467","38,098"
Washington County,Vermont,29761,"41,601","27,704"
Washington County,Nebraska,29328,"26,154","30,424"
Washington County,Pennsylvania,28433,"29,746","35,386"
Washington County,Oklahoma,27053,"33,511","48,641"
Washington County,Maryland,26532,"48,941","35,051"
Washington County,Iowa,26459,"33,727","48,347"
Washington County,Illinois,26325,"50,011","44,950"
Washington County,Tennessee,25355,"44,034","36,377"
Washington County,Virginia,25109,"34,591","31,578"
Washington County,Colorado,24977,"30,640","38,895"
Washington County,New York,24168,"35,372","43,470"
Washington County,Ohio,23496,"40,902","59,749"
Washington County,Arkansas,23264,"56,103","34,431"
Washington County,Texas,23070,"32,492","27,501"
Washington County,Kansas,22621,"26,199","50,465"
Washington County,Utah,21472,"48,346","36,684"
Washington County,Indiana,21370,"35,513","33,901"
Washington County,Maine,20807,"31,821","39,140"
Washington County,Alabama,20395,"37,594","45,593"
Washington County,Idaho,20380,"56,213","54,203"
Washington County,Kentucky,19837,"49,762","52,834"
